lineOfBusiness Component,editor Qualifier,channel Component,product Component,domain Component,domain_sequence Qualifier,subdomain Component,sub_domain_sequence Qualifier,business_flow Component,business_flow_sequence Qualifier,Task Component,task_sequence Qualifier,application Component,correlation_id Qualifier,FK_Data[Applications].Correlation_ID
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,CallBack ATTGuarantee,1,Lookup Customer,11,DPG - Sales & Sunrise,31479,31479
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Place Fiber Connectors,11,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Add Port to Door,12,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Add Port to Door,12,GRANITE,9723,9723
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Install Fiber Jack,13,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Install Fiber Jack,13,ABPT,18781,18781
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Select ONT,15,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Check Port,16,Atlas-UI,28619,28619
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,2,CSI - Customer Care,20182,20182
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,2,CSI - Customer Care,20182,20182
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Network & Service Connectivity Issues,3,CSI - Customer Care,20182,20182
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Network & Service Connectivity Issues,3,CSI - Customer Care,20182,20182
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Network & Service Connectivity Issues,3,CSI - Network Management,20188,20188
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Network & Service Connectivity Issues,3,CSI - Network Management,20188,20188
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Service Features & Functionality Issues,4,CSI - Customer Care,20182,20182
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Service Features & Functionality Issues,4,CSI - Customer Care,20182,20182
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,CallBack ATTGuarantee,1,Lookup Customer,11,IDP-BUPS,33847,33847
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Receive Call,1,HVD-VDI,29243,29243
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Receive Call,1,Sonus TCCS,26630,26630
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,CallBack ATTGuarantee,1,Lookup Customer,11,Platform Support ATTFEDGOV1,33063,33063
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,CallBack ATTGuarantee,1,Lookup Customer,11,CCSF,30685,30685
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Report Issue,1,CallBack ATTGuarantee,1,Lookup Customer,11,eTRACS,9313,9313
Mass Markets,lg8383,Care,Broadband,Service & Support,4,Report Issue,1,CallBack ATTGuarantee,1,Lookup Customer,11,CSI - Credit and Val,20186,20186
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Lookup Customer,1,"CCM, Clarify, CM",18293,18293
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Lookup Customer,1,CCMULE,30686,30686
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Device or Equipment Issues,5,CSI - Order and Subscription Mngt,20187,20187
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Device or Equipment Issues,5,CSI - Product and Offer Mgt,20180,20180
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Device or Equipment Issues,5,CSI - Product and Offer Mgt,20180,20180
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,6,CSI Parent/Triage,17690,17690
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,6,CSI Parent/Triage,17690,17690
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,6,CSI - Customer Care,20182,20182
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,6,CSI - Customer Care,20182,20182
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Porting Issues,7,TLG-MOB,18193,18193
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Porting Issues,7,CS FOBPM,19181,19181
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Device or Equipment Issues,8,CCR-Relational - CCR-R,19166,19166
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Device or Equipment Issues,8,TLG-MOB,18193,18193
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Device or Equipment Issues,8,TORCH,18187,18187
Mass Markets,bb0063,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Service Features & Functionality Issues,9,CSI - Network Management,20188,20188
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Service Features & Functionality Issues,9,CSI - Network Management,20188,20188
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Service Features & Functionality Issues,9,"SC, Switch Control, TSC",18198,18198
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Service Features & Functionality Issues,9,TLG-MOB,18193,18193
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess Service Features & Functionality Issues,9,TORCH,18187,18187
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess General Issues,10,CSI - Network Management,20188,20188
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess General Issues,10,CSI Parent/Triage,17690,17690
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess General Issues,10,PEARS,18436,18436
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Check Port,16,DSF,4564,4564
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Perform Final True Test,17,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Upload True Test & Scope Results,18,EXFOWorx,31529,31529
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Test Wifi Quality / Speed,19,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Test Wifi Quality / Speed,19,Nimbus,31997,31997
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Check Realtime LPA,20,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Install Buried Drop Request,21,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Install Buried Drop Request,21,(FED) - FASTBPM,27267,27267
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Register RG,22,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Activate Customer,23,Atlas-UI,28619,28619
Mass Markets,bb0063,Field,Broadband,Onboard & Activate,2,Setup & Activate,5,Install Consumer Broadband ,1,Mark Job Complete,24,Atlas-UI,28619,28619
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess General Issues,10,eCDW,18201,18201
Mass Markets,em114j,MVNO,Wholesale Mobility,Use & Manage,2,Change Settings & Prefrences,1,Triage / MVNO Care,2,Assess General Issues,10,GRID-GDDN,22509,22509
Mass Markets,em114j,MVNO,Wholesale Mobility,Onboard & Activate,2,Setup & Activate,3,Activate & Provision Service,1,Inquire Account & Eligibility,1,CSI - Product and Offer Mgt,20180,20180
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Apply Discounts,8,IDP-WS WLS,32411,32411
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,ISAAC WFE,10593,10593
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Select Add-ons,10,Digital IDP,27531,27531
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Select Phone,5,IDP-Commerce-C&P,33825,33825
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Lookup Customer,1,IDP-Cloud-CG,31468,31468
Mass Markets,bb0063,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,CSI - Customer Care,20182,20182
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,CSI - Customer Care,20182,20182
Mass Markets,tm0828,Online,Mobility,Shop & Purchase,1,Order Plan/Device,2,Purchase Product,1,Review Cart,11,IDP-Commerce-C&P,33825,33825
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,OPUS - C,18257,18257
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,IDP-Cloud-CG,31468,31468
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,ATT CCT AEP,26150,26150
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,ATT CCT APIGEE,30793,30793
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,ATT CCT Service Access Gateway,26215,26215
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,CCT ATT IPCS,25363,25363
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,DialogFlow,31036,31036
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,IDP- Chat VA ANDi,30063,30063
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,ECO USP,34361,34361
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,PC-GCP BI,31445,31445
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Inquire Billing via IVR + Routing,2,CCSF,30685,30685
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Integrate Telephony,3,ATT CCTP CTI FRAME,9367,9367
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Lookup Customer,1,DPG - Sales & Sunrise,31479,31479
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Lookup Customer,1,CCSF,30685,30685
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Lookup Customer,1,Platform Support ATTFEDGOV1,33063,33063
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Lookup Customer,1,eTRACS,9313,9313
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,ISAAC WFE,10593,10593
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,LSBBT,14311,14311
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,DAASOL,31200,31200
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,Kepler-SSOT,27438,27438
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,DMP,30754,30754
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Integrate Telephony,3,ATT CCTP ICM GEN ADAPTER FRAME,20813,20813
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,CIAM-AM,27460,27460
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,WIAM-AM,26224,26224
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,mBBT,20795,20795
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,T.Data,21948,21948
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,IDP-IDM,32765,32765
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,(FED) - TDICE,23730,23730
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,ABPT,18781,18781
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,Amp-MM - Invenio,22827,22827
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,ECO Suite,10101,10101
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,GRP-ICAP,29349,29349
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,IDP-Commerce-ES,33826,33826
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,IDP-Order Graph Cloud,31543,31543
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,IDP-Platform,30655,30655
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,SHM,26965,26965
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Handoff to Agent from IVR,4,ATT Coral Desktop,26959,26959
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,TDICE,22498,22498
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,TRiP,33169,33169
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,ISBUS,31292,31292
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Handoff to Agent from IVR,4,CCSF,30685,30685
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Troubleshoot (Agent),2,Nimbus,31997,31997
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Create Appointment,3,EDGE,19062,19062
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Create Appointment,3,ISAAC WFE,10593,10593
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Transcribe / Redact SPI,5,SC-SPI,26967,26967
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Transcribe / Redact SPI,5,RAISR,28167,28167
Mass Markets,bb0063,Care,Broadband,Service & Support,4,Troubleshoot Issue,2,TechFast ATTGuarantee,2,Create Appointment,3,CSI - Work Force,20184,20184
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Transcribe / Redact SPI,5,RAISR PORTAL,30689,30689
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Record / Monitor Call,6,ECRMI,28024,28024
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Record / Monitor Call,6,ATT VERINT CQM,9248,9248
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Record / Monitor Call,6,Qfiniti Call Recording,17611,17611
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Authenticate Customer,7,MPSYS,8841,8841
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Authenticate Customer,7,IDP-IDM,32765,32765
Mass Markets,lg8383,Care,Mobility,Service & Support,4,Troubleshoot Issue,2,Inquire Billing,1,Authenticate Customer,7,IDP-Cloud-CG,31468,31468
Mass Markets,bb0063,MVNO,Wholesale Mobility,Onboard & Activate,2,Setup & Activate,3,Activate & Provision Service,1,Inquire Account & Eligibility,1,CSI - Customer Care,20182,20182
Mass Markets,em114j,MVNO,Wholesale Mobility,Onboard & Activate,2,Setup & Activate,3,Activate & Provision Service,1,Inquire Account & Eligibility,1,CSI - Customer Care,20182,20182
