Domain_Name Component,Domain_ID Qualifier,SubDomain_Name Component,SubDomain_ID Qualifier,SRT_ID Qualifier,Bus_Cap Component,Cap_Bus_ID Qualifier,bus_cap_notes Qualifier,Bus_Cap_Detail Qualifier,Scope_Type Qualifier,Intake_Status Qualifier,Application Component,APP_ID Qualifier,EffortSize Qualifier,FK_Data[Applications].Correlation_ID,EffortDesc Qualifier,journey Qualifier,Enabler Qualifier
Order Management,112,Product Order,1059,1178,ActiveArmor - Phase 2 (charge to ATT Bill),1697,NULL,,Migration Cohort 1,Prioritized,Message Router,25316,S,25316,Small,Support & Network,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,IDP-BUPS,33847,S,33847,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,IDP-Order Graph Cloud,31543,S,31543,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,IDP-Customer Graph Cloud,31468,S,31468,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Avertack,25114,T,25114,Test,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,IDP-Sales,30519,NULL,30519,NULL,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Order Capture Engine,23488,S,23488,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,BSSe-Real Time Biller,30914,M,30914,Medium,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Online Tax System,27429,S,27429,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,IDP-Commerce-Cart&Pricing,33825,M,33825,Medium,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,DPG - Sales & Sunrise,31479,S,31479,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,YODA - Mobility,21053,S,21053,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Order Management Hub,27835,S,27835,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,MuleSoft On-Prem Gateway,33083,S,33083,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,CCMule-CLM,33686,S,33686,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,CCMule-Sales,33687,S,33687,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,BSSe-BriteBill,31692,S,31692,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Customer Financial Management,13287,S,13287,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,CorpFin - General Ledger for AT&T Corporate Finance,32412,S,32412,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,AT&T Cloud Commissions,31599,S,31599,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Horizon Repository,18296,S,18296,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Customer Connect Salesforce Marketing Cloud,30687,S,30687,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,BSSe-Order Capture,30909,S,30909,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,BSSe-Catalog One,30911,S,30911,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,Customer Connect Salesforce Sales & Services Cloud,30685,S,30685,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,myAT&T Mobile App,30558,L,30558,Large,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,BSSe-NEO,31710,S,31710,Small,Shop & Purchase,0
Sales Negotiation & Order Capture,116,Product Configuration,1087,1179,Mobile Device Protection - Purchase and Billing,1698,NULL,Ability for customer to add-on Insurance feature(s).,Migration Cohort 2,Prioritized,DPG - Customer & Accounts,31478,S,31478,Small,Shop & Purchase,0
Customer / CRM,103,Account Management,1020,1180,Split Billing - Full Solution,1699,NULL,,Migration Cohort 3,Backlog,Telegence - Mobility,18193,S,18193,Small,Bill Pay & Usage,0
Customer / CRM,103,Account Management,1020,1180,Split Billing - Full Solution,1699,NULL,,Migration Cohort 3,Backlog,IDP-CAMS,32767,L,32767,Large,Bill Pay & Usage,0
Customer / CRM,103,Account Management,1020,1180,Split Billing - Full Solution,1699,NULL,,Migration Cohort 3,Backlog,Customer Connect Salesforce Sales & Services Cloud,30685,M,30685,Medium,Bill Pay & Usage,0
Customer / CRM,103,Account Management,1020,1180,Split Billing - Full Solution,1699,NULL,,Migration Cohort 3,Backlog,CCMule-Service,33688,M,33688,Medium,Bill Pay & Usage,0
Customer / CRM,103,Account Management,1020,1180,Split Billing - Full Solution,1699,NULL,,Migration Cohort 3,Backlog,myAT&T Mobile App,30558,M,30558,Medium,Bill Pay & Usage,0
Customer / CRM,103,Account Management,1020,1180,Split Billing - Full Solution,1699,NULL,,Migration Cohort 3,Backlog,IDP-Order Graph Cloud,31543,S,31543,Small,Bill Pay & Usage,0
Customer / CRM,103,Account Management,1020,1180,Split Billing - Full Solution,1699,NULL,,Migration Cohort 3,Backlog,Order Capture Engine,23488,S,23488,Small,Bill Pay & Usage,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,IDP-Sales,30519,NULL,30519,NULL,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,Order Capture Engine,23488,M,23488,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,BSSe-Order Capture,30909,S,30909,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,BSSe-NEO,31710,L,31710,Large,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,Customer Connect Salesforce Sales & Services Cloud,30685,M,30685,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,CCMule-Service,33688,M,33688,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,IDP-Customer Graph Cloud,31468,S,31468,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,IDP-Order Graph Cloud,31543,S,31543,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,Telegence - Mobility,18193,XL,18193,Complex,Shop & Purchase,0
Order Management,112,Order Execution,1061,1181,Choose CTN from a small list of numbers,1700,NULL,Ability to choose number from a small list of numbers online to mimic retail,Future Phase,Backlog,myAT&T Mobile App,30558,M,30558,Medium,Shop & Purchase,0
Customer / CRM,103,Account Management,1020,1182,Spanish Comms & Online Experience,1701,NULL,,Future Phase,Backlog,NULL,NULL,NULL,NULL,NULL,Bill Pay & Usage,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,IDP-Commerce-Enabler Services,33826,M,33826,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,IDP-Commerce-P&O Discovery,33824,M,33824,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,IDP-Catalog-Auth&Publish,33822,M,33822,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,IDP-Commerce-Cart&Pricing,33825,M,33825,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,Order Capture Engine,23488,S,23488,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,T.DATA Intelligent Decisioning Engine,31488,M,31488,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,BSSe-Real Time Biller,30914,M,30914,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,Supply Chain Orchestrator,31902,M,31902,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,Online Tax System,27429,M,27429,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,IDP-Upper Funnel Cloud,31548,S,31548,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,BSSe-Order Capture,30909,S,30909,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,BSSe-Catalog One,30911,S,30911,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,Customer Connect Salesforce Sales & Services Cloud,30685,S,30685,Small,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,CCMule-Service,33688,M,33688,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,Oracle Installment Loan Sub Ledger,31372,M,31372,Medium,Shop & Purchase,0
Order Management,112,Order Execution,1061,1183,BSSe Indirect Device Financing,1702,NULL,,Migration Cohort 3,Backlog,Customer Approval System,18224,M,18224,Medium,Shop & Purchase,0
"Mediation, Billing, & Revenue Management",110,Remittance (Payments),1050,1185,BSSe Wireless ABP Enhancements - Ann to investigate,1703,NULL,AutoBill Pay Discount @ by Rate Plan/Swim Lane  Variable ABP Discount based on when they become eligible (similar to grandfathering),Fiber FTI,Backlog,NULL,NULL,NULL,NULL,NULL,Bill Pay & Usage,0
Customer / CRM,103,Migrations,1097,1186,"Migration: Cohort #1:  BYOD, Off contract, Value Plus/Value Plus VL, Starter",1704,NULL,"UYW Mix & Match: Premium, Elite, Extra, Starter  Exclude Mix & Match (Value Plus)""  ""Mobile Hotspot (in rate plan, addon)  Mobile Hotspot addon ackage for Premium plans""  Content (Max) Elite only  Premium Security /Paid Active Armor  Latin America (Premium PL, Elite) with IDP  Canada, Mexico Free Talk, Text, Data  Extra: Signture minus MRC disc b/c only on Premium and Elite  ""Premium/Elite: Signature with MRC discount, fee Waiver, Accessory disc based on FAN (Premium/ Elite for the price of extra)  All other UYW get $10 discount""  Appreciation   Signature MRC Discount  Free Active Armour  Video Quality (High Def, Std Data)  Video Management (formerly Stream Saver) ability to toggle between the 2  Data Speed 5G / LTE  International Texting   Stadio Pro for 5G  ",Migration Cohort 1,Prioritized,CDO Snowflake,29907,M,29907,Medium,Platform,0
