ID,editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
2105,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),26965,SHM,,,,2
2106,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),22498,TDICE,,,,2
2107,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),33169,TRiP,,,,2
2108,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),31292,ISBUS,,Kafka topics,,2
2109,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,2,Troubleshoot (Agent),31997,Nimbus,,3rd party,,2
2110,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,20184,CSI - Work Force,/service=com.att.csi.m2e.InquireAvailableFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AE2P01,9/29/2025,,3
2111,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,20184,CSI - Work Force,/service=com.att.csi.m2e.InquireAvailableFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=ASC2P01,9/29/2025,,3
2112,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,20184,CSI - Work Force,/service=com.att.csi.m2e.InquireAvailableFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AW2P01,9/29/2025,,3
2113,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,10593,ISAAC WFE,inquireWirelineFiberServiceAppointments,,,3
2114,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,33688,CCMule-Service,,,,3
2115,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,19705,FORCE-DCOE,,,,3
2116,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,33826,IDP-Commerce-Enabler Services,,,,3
2117,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,31543,IDP-Order Graph Cloud,,,,3
2118,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,19062,EDGE,InquireAvailableFiberServiceAppointments,,,3
2119,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,19062,EDGE,ReserveFiberServiceAppointments,,,3
2120,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,19062,EDGE,/workordermgmt/rest/createAmendWorkOrder,10/21/2025,,3
2121,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,33169,TRiP,,,,3
2122,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,31292,ISBUS,,Kafka topics,,3
2123,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,20184,CSI - Work Force,/service=com.att.csi.m2e.ReserveFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AE2P01,10/23/2025,,3
2124,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,20184,CSI - Work Force,/service=com.att.csi.m2e.ReserveFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=ASC2P01,10/23/2025,,3
2125,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,3,Create Appointment,20184,CSI - Work Force,/service=com.att.csi.m2e.ReserveFiberServiceAppointments/version=252.6.16/envContext=PROD/routeOffer=AW2P01,10/23/2025,,3
2126,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,4,Customer Confirmation (SMS),30169,CEP,,3rd party,,3
2127,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,4,Customer Confirmation (SMS),18781,ABPT,,,,3
2128,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,4,Customer Confirmation (SMS),30687,BWSFMC,,,,3
2129,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,4,Customer Confirmation (SMS),33686,CCMule-CLM,,,,3
2130,bb0063,Add,Mass Markets,Care,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,4,Customer Confirmation (SMS),30920,notifyNow,POST /v1/notifynow,10/7/2025,,3
2131,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,5,Provision Device,28619,Atlas-UI,,POG no API,,4
2132,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,5,Provision Device,21011,MIMDM,,,,4
2133,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,5,Provision Device,30989,Intune,authenticate,9/22/2025,,4
2134,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,5,Provision Device,26224,Halo.E AM,,9/22/2025,,4
2135,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,6,Log Into Device,28619,Atlas-UI,authenticate,9/22/2025,,4
2136,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,6,Log Into Device,26224,Halo.E AM,/attAAPI/adauthenticate,9/22/2025,,4
2137,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),28619,Atlas-UI,,POG no API,,4
2138,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),19062,EDGE,GETDETAILS,,,4
2139,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),19062,EDGE,IDWO,9/22/2025,,4
2140,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),27267,(FED) - FASTBPM,InquireDispatchWorkOrderList,9/22/2025,,4
2141,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),27531,Digital IDP,getJobsByUid,10/23/2025,,4
2142,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),27267,(FED) - FASTBPM,POST /restservices/getLconDetails,10/23/2025,,4
2143,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),27267,(FED) - FASTBPM,/restservices/engine-rest/v1/engine/default/process-definition/key/GetOrderProvisioningService/start,10/23/2025,,4
2144,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),30754,DMP,/api/v1/workorder/searchWorkOrderList,10/21/2025,,4
2145,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),30754,DMP,/referencedata/api/v1/ui/workOrderDetails,10/21/2025,,4
2146,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),30754,DMP,/WorkOrderServices/updateWorkOrder,10/21/2025,,4
2147,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,7,View Job (Technician),27267,(FED) - FASTBPM,InquireDispatchWorkOrderList,9/22/2025,,4
2148,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,8,Dispatch To Job (Technician),28619,Atlas-UI,,POG no API,,4
2149,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,8,Dispatch To Job (Technician),27267,(FED) - FASTBPM,Updatedispatchworkorder,9/22/2025,,4
2150,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,8,Dispatch To Job (Technician),19808,WMS-NT,,,,4
2151,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,9,Arrive on Prem / Update Job,27267,(FED) - FASTBPM,InquireDispatchWorkOrderList,9/22/2025,,4
2152,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,9,Arrive on Prem / Update Job,27267,(FED) - FASTBPM,/restservices/engine-rest/v1/engine/default/process-definition/key/UpdateWorkListService/start,10/23/2025,,4
2153,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,9,Arrive on Prem / Update Job,28619,Atlas-UI,Addactivitydetail,9/22/2025,,4
2154,bb0063,Add,Mass Markets,Field,Guarantee,4,Service & Support,2,Troubleshoot Issue,2,TechFast,9,Arrive on Prem / Update Job,19062,EDGE,,,,4
2155,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Close Account,2,Triage / MVNO Care,1,Assess Porting Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.11/envContext=PROD/routeOffer=AE2P01,10/23/2025,,
2156,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Close Account,2,Triage / MVNO Care,1,Assess Porting Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.11/envContext=PROD/routeOffer=ASC2P01,10/23/2025,,
2157,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Close Account,2,Triage / MVNO Care,1,Assess Porting Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.11/envContext=PROD/routeOffer=AW2P01,10/23/2025,,
2158,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ChangeSubscriberNumber/version=121.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2159,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ChangeSubscriberNumber/version=121.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2160,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,2,Assess Account & Subscriber Management Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ChangeSubscriberNumber/version=121.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2161,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.ConfirmHLRRegistration/version=192.5.38/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2162,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.ConfirmHLRRegistration/version=192.5.38/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2163,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.ConfirmHLRRegistration/version=192.5.38/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2164,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.ResendOTAProfile/version=192.5.38/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2165,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.ResendOTAProfile/version=192.5.38/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2166,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.ResendOTAProfile/version=192.5.38/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2167,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ResendSubscriberActivation/version=121.5.25/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2168,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ResendSubscriberActivation/version=121.5.25/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2169,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,3,Assess Network & Service Connectivity Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ResendSubscriberActivation/version=121.5.25/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2170,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,4,Assess Service Features & Functionality Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ResetVoiceMailPassword/version=121.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2171,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,4,Assess Service Features & Functionality Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ResetVoiceMailPassword/version=121.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2172,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,4,Assess Service Features & Functionality Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ResetVoiceMailPassword/version=121.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2173,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,5,Assess Device or Equipment Issues,20180,CSI - Product and Offer Mgt,/service=com.att.csi.m2e.SendSms/version=124.5.37/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2174,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,5,Assess Device or Equipment Issues,20180,CSI - Product and Offer Mgt,/service=com.att.csi.m2e.SendSms/version=124.5.37/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2175,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,5,Assess Device or Equipment Issues,20180,CSI - Product and Offer Mgt,/service=com.att.csi.m2e.SendSms/version=124.5.37/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2176,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,5,Assess Device or Equipment Issues,20187,CSI - Order and Subscription Mngt,/service=com.att.csi.m2e.SwapEquipment/version=318.5.5/envContext=PROD/routeOffer=AE2P01,10/23/2025,,
2177,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,5,Assess Device or Equipment Issues,20187,CSI - Order and Subscription Mngt,/service=com.att.csi.m2e.SwapEquipment/version=318.5.5/envContext=PROD/routeOffer=ASC2P01,10/23/2025,,
2178,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,5,Assess Device or Equipment Issues,20187,CSI - Order and Subscription Mngt,/service=com.att.csi.m2e.SwapEquipment/version=318.5.5/envContext=PROD/routeOffer=AW2P01,10/23/2025,,
2179,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,6,Assess Account & Subscriber Management Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ChangeSubscriberNumber/version=121.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2180,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,6,Assess Account & Subscriber Management Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ChangeSubscriberNumber/version=121.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2181,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,6,Assess Account & Subscriber Management Issues,20182,CSI - Customer Care,/service=com.att.csi.m2e.ChangeSubscriberNumber/version=121.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2182,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,6,Assess Account & Subscriber Management Issues,17690,CSI Parent/Triage,/service=com.att.csi.m2e.ResendOTAProfile/version=192.5.38/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2183,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,6,Assess Account & Subscriber Management Issues,17690,CSI Parent/Triage,/service=com.att.csi.m2e.ResendOTAProfile/version=192.5.38/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2184,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,6,Assess Account & Subscriber Management Issues,17690,CSI Parent/Triage,/service=com.att.csi.m2e.ResendOTAProfile/version=192.5.38/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2185,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Close Account,2,Triage / MVNO Care,7,Assess Porting Issues,19181,CS FOBPM,/Services/com/cingular/csi/bpe/InitiateEIDProfileDetails.jws,,,
2186,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Close Account,2,Triage / MVNO Care,7,Assess Porting Issues,18193,TLG-MOB,PortRequestServicesBeanTracer/portActHistoryQuery,9/22/2025,,
2187,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,8,Assess Device or Equipment Issues,19166,CCR-Relational - CCR-R,/restservices/ccrr/v1/inquire/getunlckeligbilbyimei,10/23/2025,,
2188,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,8,Assess Device or Equipment Issues,19166,CCR-Relational - CCR-R,GET /Services/rest/ccrr/NonIOSDeviceUnlock/v1/*/unlockCode,10/23/2025,,
2189,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,8,Assess Device or Equipment Issues,18193,TLG-MOB,,,,
2190,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,2,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,8,Assess Device or Equipment Issues,18187,TORCH,,,,
2191,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,9,Assess Service Features & Functionality Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.8/envContext=PROD/routeOffer=AE2P01,9/22/2025,,
2192,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,9,Assess Service Features & Functionality Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.8/envContext=PROD/routeOffer=ASCP01,9/22/2025,,
2193,bb0063,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,9,Assess Service Features & Functionality Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.8/envContext=PROD/routeOffer=AW2P01,9/22/2025,,
2194,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,9,Assess Service Features & Functionality Issues,18198,"""SC",Switch Control,"TSC""",,
2195,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,9,Assess Service Features & Functionality Issues,18193,TLG-MOB,,,,
2196,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,3,Use & Manage,1,Change Settings & Prefrences,2,Triage / MVNO Care,9,Assess Service Features & Functionality Issues,18187,TORCH,,,,
2197,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Change Settings & Prefrences,2,Triage / MVNO Care,10,Assess General Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.8/envContext=PROD/routeOffer=AE2P01,10/23/2025,,
2198,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Change Settings & Prefrences,2,Triage / MVNO Care,10,Assess General Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.8/envContext=PROD/routeOffer=ASCP01,10/23/2025,,
2199,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Change Settings & Prefrences,2,Triage / MVNO Care,10,Assess General Issues,20188,CSI - Network Management,/service=com.att.csi.m2e.CancelPort/version=1012.5.8/envContext=PROD/routeOffer=AW2P01,10/23/2025,,
2200,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Change Settings & Prefrences,2,Triage / MVNO Care,10,Assess General Issues,17690,CSI Parent/Triage,,,,
2201,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Change Settings & Prefrences,2,Triage / MVNO Care,10,Assess General Issues,18436,PEARS,,,,
2202,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Change Settings & Prefrences,2,Triage / MVNO Care,10,Assess General Issues,18201,eCDW,,,,
2203,em114j,Add,Mass Markets,MVNO,Wholesale Mobility,5,Close & Separate,1,Change Settings & Prefrences,2,Triage / MVNO Care,10,Assess General Issues,22509,GRID-GDDN,,,,
2204,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,1,Provision Device,28619,Atlas-UI,,POG no API,,
2205,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,1,Provision Device,26224,Halo.E AM,,,,
2206,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,1,Provision Device,21011,MIMDM,,,,
2207,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,1,Provision Device,30989,Intune,authenticate,9/22/2025,,
2208,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,2,Log Into Device,28619,Atlas-UI,,POG no API,,
2209,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,2,Log Into Device,26224,Halo.E AM,/attAAPI/adauthenticate,9/22/2025,,
2210,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,28619,Atlas-UI,,POG no API,,
2211,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,19062,EDGE,/WorkorderGUI/css/workOrderInquire.css,10/23/2025,,
2212,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,19062,EDGE,GETDETAILS,,,
2213,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,27531,Digital IDP,getJobsByUid,10/23/2025,,
2214,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,27267,(FED) - FASTBPM,POST /restservices/getLconDetails,10/23/2025,,
2215,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,3,Review Jobs,27267,(FED) - FASTBPM,InquireDispatchWorkOrderList,9/22/2025,,
2216,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,4,Select Job / View Comments,28619,Atlas-UI,,POG no API,,
2217,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,4,Select Job / View Comments,19062,EDGE,GETDETAILS,,,
2218,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,4,Select Job / View Comments,19062,EDGE,IDWO,9/22/2025,,
2219,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,4,Select Job / View Comments,27267,(FED) - FASTBPM,InquireDispatchWorkOrderList,9/22/2025,,
2220,bb0063,Add,Mass Markets,Field,Broadband,4,Service & Support,3,Resolve Issue,3,Troubleshoot / Repair Consumer Broadband,4,Select Job / View Comments,27267,(FED) - FASTBPM,UpdateDispatchWorkOrder,9/22/2025,,
